"exp_rep","media_type2","strain","str_med2","str_med2_rep","mintime","peak growth rate","peak growth time","doubling time","lag time","max y","max y time"
"exp0412_nacAB_bcomp_na300_1","na300","cAB_bcomp","cAB_bcomp_na300","cAB_bcomp_na300_1",6.5,0.033731798605453,11.8984048882879,20.5487762057222,7.72621055817513,0.324275159763978,18.2
"exp0412_nacAB_na300_1","na300","cAB","cAB_na300","cAB_na300_1",7.7,0.0111578917859229,12.8762388207335,62.1216977058729,8.20094724347954,0.116088483267543,19.5
"exp0412_nacA_comp_na300_1","na300","cA_comp","cA_comp_na300","cA_comp_na300_1",5,0.0528901960759704,11.2715440776503,13.1054000927568,7.02894192481381,0.425730526991291,15.8
"exp0412_nacA_na300_1","na300","cA","cA_na300","cA_na300_1",6.2,0.0400274805170644,12.3130353466881,17.3167826604636,7.87487589783092,0.339575726844852,16.8
"exp0412_nacB_comp_na300_1","na300","cB_comp","cB_comp_na300","cB_comp_na300_1",4.8,0.0505918411009171,10.9490415829921,13.7007700347829,6.74825939497816,0.417986709485035,15.8
"exp0412_nacB_na300_1","na300","cB","cB_na300","cB_na300_1",5,0.033331359358475,10.035759748651,20.7956469193238,6.08998154397304,0.336684539777788,16.8
"exp0417_naWT_bhis_2","bhis","WT","WT_bhis","WT_bhis_2",0,0.157706311659346,4.54019970894806,4.39517716993585,2.85325482378944,0.773052075383096,9
"exp0417_naWT_na300_2","na300","WT","WT_na300","WT_na300_2",2.3,0.0869606560436033,9.83321229792547,7.97081360808032,5.37002789284315,0.595548208317836,13.5
"exp0417_nacAB_acomp_bhis_2","bhis","cAB_acomp","cAB_acomp_bhis","cAB_acomp_bhis_2",0,0.155399916627663,4.52711496891852,4.46040896032602,2.9053431071184,0.791880341898022,9.3
"exp0417_nacAB_acomp_na300_2","na300","cAB_acomp","cAB_acomp_na300","cAB_acomp_na300_2",2.5,0.0444410290524329,8.14966523346656,15.5970101354347,4.78126569919233,0.348322707672826,14.3
"exp0417_nacAB_bcomp_bhis_2","bhis","cAB_bcomp","cAB_bcomp_bhis","cAB_bcomp_bhis_2",0,0.149502808374553,4.76814006865977,4.63634889602466,2.94629979977909,0.756771705473803,9.2
"exp0417_nacAB_bcomp_na300_2","na300","cAB_bcomp","cAB_bcomp_na300","cAB_bcomp_na300_2",1.2,0.0521573793556439,8.35255629915028,13.2895323561716,4.63157829520487,0.359703491841337,12.8
"exp0417_nacAB_bhis_2","bhis","cAB","cAB_bhis","cAB_bhis_2",0,0.149030988166339,4.98058139062778,4.6510272064109,3.1526956986299,0.75544856559745,9.3
"exp0417_nacAB_na300_2","na300","cAB","cAB_na300","cAB_na300_2",3,0.029699882866338,9.72138931182637,23.3383809518509,5.82878387648178,0.214699945133232,14.7
"exp0417_nacA_bhis_2","bhis","cA","cA_bhis","cA_bhis_2",0,0.144963209180481,4.79195701832457,4.78153860195636,2.93450739875009,0.741933298087954,9.3
"exp0417_nacA_comp_bhis_2","bhis","cA_comp","cA_comp_bhis","cA_comp_bhis_2",0,0.150658277779725,4.69298758533996,4.60079054914848,3.00193276992642,0.760209528110453,9.3
"exp0417_nacA_comp_na300_2","na300","cA_comp","cA_comp_na300","cA_comp_na300_2",2.2,0.0699509121242774,9.28138359360549,9.90905135487689,4.93052766241868,0.527101151617095,13.8
"exp0417_nacA_na300_2","na300","cA","cA_na300","cA_na300_2",2.2,0.0607997251533175,9.9494291621762,11.4004985846901,5.5215118214304,0.451077529278682,14
"exp0417_nacB_bhis_2","bhis","cB","cB_bhis","cB_bhis_2",0,0.148262044642517,4.68734833085757,4.67514920781804,2.99157661737004,0.760932206198651,9.3
"exp0417_nacB_comp_bhis_2","bhis","cB_comp","cB_comp_bhis","cB_comp_bhis_2",0,0.147988477512424,5.06287385369633,4.68379155060742,3.13203473289796,0.774227871277371,9.5
"exp0417_nacB_comp_na300_2","na300","cB_comp","cB_comp_na300","cB_comp_na300_2",3.2,0.0678366689989555,10.5276867725913,10.2178834955858,5.79611195543814,0.489338348192653,14.3
"exp0417_nacB_na300_2","na300","cB","cB_na300","cB_na300_2",3.2,0.0424996568412907,8.32736145792173,16.3094771129191,5.12792713145846,0.356478145745189,15
"exp0418_kWT_k300_1","k300","WT","WT_k300","WT_k300_1",2.5,0.0673306577712639,10.1014364975395,10.2946741277162,5.70241988666184,0.477481898938064,14
"exp0418_kcAB_acomp_k300_1","k300","cAB_acomp","cAB_acomp_k300","cAB_acomp_k300_1",3.8,0.0286981774741611,7.91056053393988,24.1530034854664,5.25541815903777,0.273315334701075,15.7
"exp0418_kcAB_bcomp_k300_1","k300","cAB_bcomp","cAB_bcomp_k300","cAB_bcomp_k300_1",3.5,0.0280295770787592,9.67688403573576,24.7291344643659,5.7164611136209,0.221900750388415,14.8
"exp0418_kcAB_k300_1","k300","cAB","cAB_k300","cAB_k300_1",2.7,0.0173923185066397,9.31743215276003,39.8536388518488,4.83958010080928,0.150274331542653,14.5
"exp0418_kcA_comp_k300_1","k300","cA_comp","cA_comp_k300","cA_comp_k300_1",4.5,0.0546438039976504,11.5216857876479,12.6848266381628,6.48805922775211,0.441534996591933,15.3
"exp0418_kcA_k300_1","k300","cA","cA_k300","cA_k300_1",3.7,0.0482219826737217,10.5574052806346,14.374091278036,6.51677669196364,0.339284941899611,14.5
"exp0418_kcB_comp_k300_1","k300","cB_comp","cB_comp_k300","cB_comp_k300_1",3.8,0.0408365723186584,10.2737276214436,16.9736866050152,5.56561636758764,0.374240705775825,15.7
"exp0418_kcB_k300_1","k300","cB","cB_k300","cB_k300_1",4.3,0.0369103867604606,8.31222368377981,18.7791903958715,5.30054336710237,0.373572900332623,16.2
"exp0822_hWT_pH5_2","pH5","WT","WT_pH5","WT_pH5_2",0.2,0.032099010584554,6.46340592882576,21.5940357019443,3.81470846046463,0.206991980060931,11.7
"exp0822_hWT_pH5_3","pH5","WT","WT_pH5","WT_pH5_3",0,0.0356658382006018,5.49975677065654,19.4344845244167,2.834710098849,0.242900939157893,11.5
"exp0822_hcAB_acomp_pH5_2","pH5","cAB_acomp","cAB_acomp_pH5","cAB_acomp_pH5_2",0,0.028636812934498,6.57032195036987,24.2047598713379,3.89018258581081,0.166708204093402,10.7
"exp0822_hcAB_acomp_pH5_3","pH5","cAB_acomp","cAB_acomp_pH5","cAB_acomp_pH5_3",0,0.02889604167723,5.84879122887629,23.9876169996717,3.19316326643908,0.177361862397127,10.7
"exp0822_hcAB_bcomp_pH5_2","pH5","cAB_bcomp","cAB_bcomp_pH5","cAB_bcomp_pH5_2",0,0.0345333850958769,5.79533995182293,20.0717994669657,3.15019298035892,0.21104372243853,10.7
"exp0822_hcAB_bcomp_pH5_3","pH5","cAB_bcomp","cAB_bcomp_pH5","cAB_bcomp_pH5_3",0,0.033497842996617,5.9967901136712,20.6922929524133,3.16214357727042,0.210731919328372,10.8
"exp0822_hcAB_pH5_2","pH5","cAB","cAB_pH5","cAB_pH5_2",0,0.0302442407945015,6.2228654015422,22.9183197313375,3.61718518711267,0.180468296264055,10.8
"exp0822_hcAB_pH5_3","pH5","cAB","cAB_pH5","cAB_pH5_3",0,0.0318873452099559,5.75063420794218,21.7373749992687,3.30146618822513,0.187338198708121,10.3
"exp0822_hcA_comp_pH5_2","pH5","cA_comp","cA_comp_pH5","cA_comp_pH5_2",0.5,0.0335016496848181,6.19664479258875,20.6899417515567,3.71360713443506,0.222797491425692,12.3
"exp0822_hcA_comp_pH5_3","pH5","cA_comp","cA_comp_pH5","cA_comp_pH5_3",0.7,0.0349694831781243,6.01587193189114,19.8214876962652,3.35719206040208,0.238958025209637,12.3
"exp0822_hcA_pH5_2","pH5","cA","cA_pH5","cA_pH5_2",0.5,0.0344249346804014,6.38245064047426,20.1350325569264,3.95320452956304,0.209952725907029,11.3
"exp0822_hcA_pH5_3","pH5","cA","cA_pH5","cA_pH5_3",0.2,0.0340099771368745,6.05988854383113,20.3807011622015,3.40447212822788,0.216450985492169,11.3
"exp0822_hcB_comp_pH5_2","pH5","cB_comp","cB_comp_pH5","cB_comp_pH5_2",0,0.0341635818648638,6.14991855019756,20.2890663895177,3.57000373082934,0.209392903022922,10.8
"exp0822_hcB_comp_pH5_3","pH5","cB_comp","cB_comp_pH5","cB_comp_pH5_3",0,0.0343864318918108,5.75032631451456,20.1575779290151,3.28533130618041,0.208700058828954,10.8
